pedido_id,data_pedido,data_entrega,transportadora,cidade_origem,cidade_destino,prazo_estimado_dias,prazo_real_dias,custo_transporte,status_entrega
38902,13/08/2024,17/08/2024,Loggi,Belo Horizonte,Monteiro,5,4,25.44,Entregue
64692,03/07/2024,10/07/2024,Correios,São Paulo,Porto,5,7,212.85,Entregue
29095,14/09/2024,20/09/2024,Azul Cargo,Curitiba,Cardoso,5,6,12.9,Entregue
22716,18/03/2024,24/03/2024,Loggi,Curitiba,da Paz do Amparo,6,6,161.45,Entregue
33901,28/01/2024,04/02/2024,Jadlog,Recife,Barros de Cardoso,5,7,236.64,Entregue
37886,10/11/2024,13/11/2024,Loggi,Belo Horizonte,Peixoto da Mata,3,3,24.21,Entregue
21336,13/06/2024,16/06/2024,Jadlog,Salvador,Teixeira,4,3,245.32,Devolvido
22072,07/08/2024,14/08/2024,Azul Cargo,Recife,das Neves de Minas,7,7,167.09,Entregue
19747,28/04/2024,01/05/2024,Jadlog,Belo Horizonte,Lima,4,3,291.97,Entregue
61004,17/03/2024,28/03/2024,Azul Cargo,Belo Horizonte,Rezende,10,11,62.08,Entregue
24974,14/04/2024,22/04/2024,Loggi,Belo Horizonte,Lopes,6,8,264.65,Entregue
71,15/02/2024,22/02/2024,Correios,Recife,Aragão,6,7,255.76,Entregue
23353,13/08/2024,18/08/2024,Jadlog,Recife,Moreira do Norte,4,5,26.11,Entregue
39512,27/12/2024,07/01/2025,Correios,São Paulo,Azevedo,10,11,210.17,Devolvido
8741,28/01/2024,05/02/2024,Correios,Belo Horizonte,Cardoso das Flores,5,8,58.3,Entregue
2196,03/11/2024,08/11/2024,Correios,Belo Horizonte,da Cruz,3,5,33.74,Em trânsito
37096,10/09/2024,15/09/2024,Jadlog,Recife,Duarte de Minas,5,5,266.22,Entregue
25717,26/12/2024,31/12/2024,Jadlog,Belo Horizonte,Jesus Paulista,3,5,198.67,Entregue
28939,03/01/2024,13/01/2024,Loggi,Curitiba,das Neves de Goiás,8,10,185.67,Entregue
49265,02/07/2024,08/07/2024,Loggi,Curitiba,Moura da Mata,4,6,225.86,Entregue
10918,07/03/2024,09/03/2024,Azul Cargo,Belo Horizonte,Costela de da Mota,3,2,85.31,Em trânsito
36151,12/03/2024,19/03/2024,Loggi,Recife,Alves,4,7,237.84,Entregue
46832,04/09/2024,07/09/2024,Azul Cargo,Belo Horizonte,Araújo de Pinto,3,3,113.43,Entregue
3736,05/09/2024,17/09/2024,Azul Cargo,Salvador,das Neves,9,12,125.73,Entregue
15070,17/11/2024,25/11/2024,Azul Cargo,São Paulo,Pires,7,8,46.71,Em trânsito
1487,19/07/2024,22/07/2024,Jadlog,Recife,Costela,4,3,69.39,Entregue
40440,27/03/2024,08/04/2024,Loggi,Salvador,Duarte de Monteiro,10,12,138.26,Entregue
33915,10/01/2024,19/01/2024,Loggi,Recife,Moreira,7,9,193.84,Entregue
29756,19/06/2024,30/06/2024,Jadlog,Curitiba,Silva de Ferreira,9,11,149.64,Entregue
13971,09/07/2024,18/07/2024,Loggi,Curitiba,Nogueira de Souza,10,9,68.26,Entregue
36892,09/12/2024,18/12/2024,Correios,São Paulo,Alves,6,9,88.26,Entregue
57206,25/07/2024,02/08/2024,Correios,Salvador,Melo,5,8,22.57,Em trânsito
55462,05/05/2024,14/05/2024,Jadlog,São Paulo,Ribeiro de Goiás,7,9,77.16,Entregue
39950,07/06/2024,12/06/2024,Loggi,Belo Horizonte,Moreira,5,5,22.6,Entregue
63894,12/05/2024,20/05/2024,Correios,Curitiba,Farias,5,8,139.04,Entregue
354,17/10/2024,28/10/2024,Azul Cargo,Belo Horizonte,Nogueira do Norte,10,11,232.88,Entregue
56787,11/03/2024,24/03/2024,Loggi,Curitiba,Farias da Mata,10,13,120.21,Entregue
36307,27/10/2024,03/11/2024,Jadlog,Recife,Azevedo,4,7,274.12,Entregue
58385,21/09/2024,04/10/2024,Azul Cargo,Recife,da Mata da Mata,10,13,187.59,Em trânsito
12504,11/08/2024,16/08/2024,Correios,Salvador,Rezende,5,5,243.1,Entregue
2287,07/04/2024,16/04/2024,Correios,Salvador,da Rosa,7,9,251.85,Devolvido
40846,16/08/2024,24/08/2024,Loggi,Salvador,Almeida de Freitas,9,8,160.92,Entregue
19207,14/10/2024,22/10/2024,Loggi,Salvador,da Mata,7,8,198.52,Em trânsito
8318,27/11/2024,05/12/2024,Azul Cargo,Curitiba,Moreira de Goiás,6,8,202.49,Entregue
5620,16/09/2024,22/09/2024,Jadlog,Salvador,Correia,7,6,251.14,Em trânsito
28687,07/07/2024,13/07/2024,Jadlog,São Paulo,da Mata de Rodrigues,4,6,112.57,Entregue
57695,02/09/2024,08/09/2024,Correios,Curitiba,Farias,7,6,186.66,Entregue
32790,24/12/2024,04/01/2025,Correios,Belo Horizonte,Porto de Goiás,10,11,18.31,Entregue
46982,26/07/2024,02/08/2024,Correios,São Paulo,Fogaça,5,7,105.79,Entregue
19497,20/12/2024,24/12/2024,Jadlog,Curitiba,Mendes de Cardoso,4,4,50.02,Entregue
34966,18/01/2024,28/01/2024,Jadlog,São Paulo,Dias do Sul,10,10,152.43,Em trânsito
43453,28/04/2024,02/05/2024,Loggi,Salvador,Cardoso,4,4,213.8,Entregue
53377,23/04/2024,27/04/2024,Jadlog,Salvador,Fernandes,2,4,82.47,Entregue
44264,15/04/2024,16/04/2024,Azul Cargo,Recife,da Mota de Fogaça,2,1,65.01,Entregue
65935,19/12/2024,31/12/2024,Loggi,Salvador,da Rosa Verde,9,12,231.78,Entregue
45071,08/03/2024,10/03/2024,Correios,Salvador,Aragão,2,2,283.03,Entregue
59674,24/08/2024,26/08/2024,Loggi,Belo Horizonte,Ramos de Lima,3,2,37.9,Entregue
2680,12/07/2024,15/07/2024,Loggi,Recife,da Mata,3,3,127.72,Entregue
8677,05/08/2024,16/08/2024,Jadlog,Belo Horizonte,Cavalcanti do Sul,10,11,139.2,Entregue
3873,16/02/2024,18/02/2024,Correios,Salvador,Castro do Galho,2,2,172.28,Entregue
9827,13/07/2024,18/07/2024,Loggi,São Paulo,Sales do Oeste,6,5,159.04,Em trânsito
11240,03/11/2024,13/11/2024,Loggi,Recife,da Mata,8,10,151.58,Entregue
11949,09/08/2024,18/08/2024,Azul Cargo,Belo Horizonte,da Luz da Prata,8,9,22.48,Entregue
22187,04/03/2024,09/03/2024,Correios,São Paulo,Ferreira da Prata,5,5,117.14,Entregue
53498,25/12/2024,31/12/2024,Correios,Salvador,Almeida do Amparo,4,6,63.03,Entregue
5764,25/06/2024,05/07/2024,Correios,Curitiba,Lima das Flores,10,10,65.05,Em trânsito
9646,08/08/2024,14/08/2024,Jadlog,São Paulo,da Costa,4,6,32.95,Entregue
58356,25/06/2024,30/06/2024,Azul Cargo,Salvador,da Costa,6,5,275.04,Entregue
1577,23/09/2024,02/10/2024,Jadlog,Salvador,Costela,10,9,37.94,Entregue
15034,16/09/2024,20/09/2024,Correios,Recife,Peixoto de Santos,2,4,146.99,Entregue
4476,17/07/2024,23/07/2024,Correios,Salvador,Moreira de Fogaça,6,6,292.94,Entregue
32639,12/03/2024,16/03/2024,Azul Cargo,São Paulo,da Conceição Paulista,2,4,73.66,Entregue
20357,06/12/2024,12/12/2024,Jadlog,Belo Horizonte,Monteiro,5,6,121.76,Entregue
58004,05/07/2024,18/07/2024,Azul Cargo,São Paulo,da Rocha Paulista,10,13,190.75,Entregue
37760,18/02/2024,25/02/2024,Correios,Curitiba,Moura,5,7,168.49,Entregue
55776,01/06/2024,11/06/2024,Azul Cargo,Curitiba,Pires,9,10,251.13,Entregue
23946,27/04/2024,06/05/2024,Correios,Recife,Souza,8,9,184.02,Entregue
18751,09/04/2024,17/04/2024,Azul Cargo,Salvador,Cardoso,8,8,216.2,Entregue
33270,22/09/2024,01/10/2024,Loggi,Salvador,das Neves das Flores,7,9,133.97,Entregue
9810,10/06/2024,16/06/2024,Correios,Belo Horizonte,Jesus Paulista,3,6,86.66,Entregue
1401,06/05/2024,12/05/2024,Jadlog,Salvador,Araújo de Goiás,4,6,296.84,Entregue
43305,19/11/2024,25/11/2024,Jadlog,Recife,Fernandes,5,6,22.69,Entregue
65633,22/05/2024,30/05/2024,Correios,Curitiba,das Neves de Goiás,5,8,208.01,Entregue
46319,26/12/2024,29/12/2024,Loggi,São Paulo,da Cruz,2,3,204.27,Entregue
52449,24/01/2024,02/02/2024,Azul Cargo,Recife,Cardoso,6,9,38.33,Entregue
25247,17/10/2024,22/10/2024,Loggi,Belo Horizonte,Silva de Moura,6,5,281.27,Entregue
44849,10/07/2024,12/07/2024,Loggi,Curitiba,da Paz de Almeida,2,2,296.42,Entregue
34680,19/04/2024,21/04/2024,Jadlog,Recife,da Paz de Teixeira,3,2,118.37,Entregue
41658,28/05/2024,31/05/2024,Correios,Belo Horizonte,Barbosa,4,3,62.78,Entregue
26745,05/04/2024,13/04/2024,Correios,Belo Horizonte,Gonçalves de Goiás,8,8,93.49,Entregue
18727,24/03/2024,26/03/2024,Correios,Recife,Almeida de Minas,2,2,81.72,Entregue
19242,09/12/2024,20/12/2024,Correios,São Paulo,Aragão de Fernandes,8,11,75.75,Entregue
13364,11/04/2024,19/04/2024,Jadlog,Salvador,Cardoso,9,8,38.38,Entregue
22918,13/05/2024,17/05/2024,Azul Cargo,Belo Horizonte,Fernandes,2,4,93.27,Entregue
28742,15/08/2024,23/08/2024,Loggi,São Paulo,Pires,6,8,136.66,Entregue
61773,23/12/2024,01/01/2025,Jadlog,São Paulo,Barros de Cardoso,8,9,85.27,Entregue
9898,02/01/2024,13/01/2024,Loggi,Belo Horizonte,Farias,9,11,99.2,Entregue
60979,22/01/2024,26/01/2024,Correios,Curitiba,Correia da Mata,3,4,285.71,Entregue
57463,25/08/2024,01/09/2024,Loggi,São Paulo,da Luz,4,7,183.67,Entregue
43264,11/08/2024,21/08/2024,Loggi,Belo Horizonte,Araújo Verde,10,10,276.43,Entregue
27481,04/09/2024,10/09/2024,Azul Cargo,São Paulo,Rocha do Sul,5,6,273.53,Entregue
19017,07/12/2024,14/12/2024,Loggi,Recife,Pinto,8,7,193.43,Em trânsito
16357,19/10/2024,31/10/2024,Azul Cargo,Recife,Melo do Sul,10,12,218.54,Entregue
43468,27/05/2024,06/06/2024,Azul Cargo,Curitiba,Nogueira do Oeste,10,10,68.02,Entregue
15424,26/07/2024,06/08/2024,Loggi,Belo Horizonte,Gonçalves,10,11,34.64,Entregue
60174,25/06/2024,06/07/2024,Azul Cargo,Recife,Silva do Oeste,8,11,232.87,Entregue
48222,03/07/2024,08/07/2024,Loggi,Recife,da Mata da Mata,5,5,155.89,Entregue
3860,09/02/2024,14/02/2024,Correios,Recife,da Cunha do Campo,5,5,55.18,Entregue
9537,17/01/2024,20/01/2024,Loggi,Salvador,Viana,4,3,293.32,Entregue
67803,07/07/2024,09/07/2024,Correios,Belo Horizonte,da Rocha Paulista,2,2,226.42,Entregue
41649,12/04/2024,21/04/2024,Jadlog,Belo Horizonte,Mendes,7,9,50.05,Entregue
59910,01/12/2024,13/12/2024,Correios,Belo Horizonte,Santos da Serra,9,12,31.34,Entregue
41415,24/08/2024,28/08/2024,Jadlog,Belo Horizonte,da Mota,3,4,38.79,Entregue
58870,28/03/2024,06/04/2024,Azul Cargo,Belo Horizonte,Pinto de Gomes,8,9,48.89,Entregue
8401,20/04/2024,25/04/2024,Loggi,Belo Horizonte,Lopes,2,5,146.74,Entregue
34908,03/08/2024,09/08/2024,Correios,Recife,das Neves,4,6,299.16,Entregue
54560,06/11/2024,10/11/2024,Jadlog,Curitiba,Moreira,4,4,62.2,Entregue
61415,12/01/2024,19/01/2024,Azul Cargo,Curitiba,Mendes,5,7,132.65,Entregue
4991,13/01/2024,14/01/2024,Azul Cargo,Curitiba,Santos,2,1,259.13,Entregue
16385,15/11/2024,27/11/2024,Loggi,São Paulo,Azevedo,9,12,138.31,Em trânsito
58800,01/11/2024,04/11/2024,Correios,Curitiba,Teixeira,3,3,268.02,Entregue
42879,11/07/2024,22/07/2024,Correios,Salvador,Ribeiro das Flores,8,11,234.28,Entregue
12784,19/08/2024,23/08/2024,Correios,Belo Horizonte,Moreira,2,4,52.49,Entregue
5856,09/12/2024,18/12/2024,Loggi,Belo Horizonte,Monteiro,6,9,59.27,Entregue
25726,13/12/2024,16/12/2024,Jadlog,São Paulo,Silva,4,3,73.6,Entregue
55623,11/02/2024,20/02/2024,Loggi,Salvador,Viana,6,9,183.14,Entregue
38533,01/09/2024,06/09/2024,Correios,São Paulo,Cavalcanti,6,5,80.45,Em trânsito
54051,19/01/2024,31/01/2024,Loggi,Recife,Souza Alegre,10,12,46.06,Entregue
63435,14/06/2024,27/06/2024,Azul Cargo,Belo Horizonte,Alves,10,13,168.75,Entregue
48204,08/07/2024,14/07/2024,Azul Cargo,São Paulo,Dias de Minas,5,6,49.61,Entregue
60232,01/10/2024,08/10/2024,Correios,Salvador,Melo das Pedras,7,7,165.74,Entregue
15365,23/06/2024,03/07/2024,Loggi,Recife,Lopes dos Dourados,9,10,41.5,Entregue
26665,07/01/2024,14/01/2024,Loggi,Recife,Alves,8,7,281.77,Entregue
1976,03/03/2024,12/03/2024,Azul Cargo,Curitiba,Rodrigues da Serra,8,9,34.63,Em trânsito
28697,06/07/2024,10/07/2024,Loggi,São Paulo,Pires da Prata,5,4,87.32,Entregue
57583,10/02/2024,18/02/2024,Correios,Salvador,Monteiro,9,8,87.78,Entregue
35404,08/01/2024,13/01/2024,Jadlog,Salvador,Campos,4,5,162.99,Entregue
12488,27/07/2024,08/08/2024,Correios,Recife,Lopes do Campo,10,12,48.37,Entregue
47586,17/12/2024,24/12/2024,Correios,Belo Horizonte,Viana,4,7,41.08,Entregue
13565,11/05/2024,20/05/2024,Azul Cargo,Belo Horizonte,Duarte,7,9,64.0,Entregue
42859,04/06/2024,10/06/2024,Correios,Salvador,Pires,4,6,219.95,Entregue
53111,04/09/2024,09/09/2024,Jadlog,São Paulo,Araújo,2,5,15.7,Entregue
19610,03/07/2024,09/07/2024,Loggi,Curitiba,Castro do Galho,5,6,243.51,Entregue
27449,03/08/2024,09/08/2024,Jadlog,São Paulo,Nogueira do Norte,7,6,250.79,Entregue
3289,21/01/2024,03/02/2024,Jadlog,São Paulo,da Rocha da Serra,10,13,212.61,Entregue
34296,10/03/2024,18/03/2024,Azul Cargo,Salvador,Lopes,8,8,222.44,Entregue
41189,17/03/2024,26/03/2024,Loggi,São Paulo,da Costa,9,9,180.23,Em trânsito
39151,22/01/2024,24/01/2024,Azul Cargo,Belo Horizonte,Moura,3,2,11.11,Em trânsito
65181,14/06/2024,18/06/2024,Loggi,Salvador,Ferreira,3,4,238.62,Entregue
16988,28/04/2024,04/05/2024,Jadlog,Recife,Alves,6,6,166.96,Entregue
50203,08/12/2024,15/12/2024,Azul Cargo,Curitiba,Costa Alegre,8,7,144.64,Entregue
34635,28/12/2024,06/01/2025,Jadlog,Salvador,Ferreira,9,9,193.21,Entregue
39970,21/07/2024,29/07/2024,Azul Cargo,Belo Horizonte,Rodrigues da Serra,6,8,100.93,Entregue
1898,01/11/2024,07/11/2024,Loggi,Curitiba,Moreira de Araújo,3,6,205.47,Entregue
54782,03/06/2024,11/06/2024,Jadlog,Salvador,Ribeiro,9,8,107.14,Entregue
336,13/09/2024,22/09/2024,Jadlog,São Paulo,Aragão do Amparo,6,9,19.72,Entregue
34688,04/05/2024,12/05/2024,Azul Cargo,Recife,da Mota do Amparo,5,8,189.0,Entregue
5772,16/07/2024,24/07/2024,Loggi,Curitiba,Moreira,8,8,117.99,Entregue
60466,02/05/2024,03/05/2024,Jadlog,São Paulo,Melo do Oeste,2,1,157.87,Em trânsito
19225,05/11/2024,07/11/2024,Correios,São Paulo,Barros de Moura,3,2,75.53,Entregue
64268,20/03/2024,25/03/2024,Azul Cargo,São Paulo,Monteiro,5,5,67.25,Entregue
17837,11/12/2024,12/12/2024,Correios,Belo Horizonte,da Mata das Pedras,2,1,272.9,Entregue
31439,19/10/2024,26/10/2024,Correios,Salvador,Gonçalves,6,7,24.2,Entregue
35979,25/07/2024,02/08/2024,Jadlog,Belo Horizonte,Melo,5,8,24.26,Entregue
60251,04/11/2024,09/11/2024,Correios,Belo Horizonte,Pereira,5,5,230.75,Entregue
33185,24/03/2024,04/04/2024,Correios,Recife,Freitas de Minas,10,11,226.3,Entregue
58341,25/05/2024,02/06/2024,Loggi,Salvador,Moraes,8,8,195.46,Entregue
66218,28/07/2024,05/08/2024,Azul Cargo,Salvador,Cunha de Fernandes,9,8,171.36,Entregue
41388,04/07/2024,10/07/2024,Correios,Curitiba,Cardoso,3,6,124.72,Entregue
64505,08/06/2024,11/06/2024,Azul Cargo,Curitiba,Pinto do Galho,4,3,49.29,Entregue
41448,27/09/2024,08/10/2024,Loggi,Belo Horizonte,Lopes,8,11,288.06,Entregue
29727,19/05/2024,28/05/2024,Correios,São Paulo,da Mota da Mata,7,9,23.24,Entregue
10219,08/11/2024,15/11/2024,Correios,Salvador,da Cunha da Prata,6,7,234.25,Entregue
36461,01/07/2024,08/07/2024,Loggi,Recife,Costela da Mata,8,7,38.35,Entregue
36755,28/03/2024,01/04/2024,Azul Cargo,São Paulo,Mendes,4,4,57.73,Entregue
36273,19/08/2024,28/08/2024,Azul Cargo,São Paulo,da Cruz do Sul,10,9,25.97,Entregue
60777,03/12/2024,06/12/2024,Loggi,São Paulo,da Conceição da Mata,3,3,69.5,Entregue
11083,11/07/2024,20/07/2024,Azul Cargo,Recife,da Paz do Sul,7,9,170.25,Entregue
33146,11/12/2024,14/12/2024,Jadlog,Recife,Ramos,4,3,91.1,Entregue
64719,07/09/2024,12/09/2024,Jadlog,Curitiba,Barros de Moura,5,5,122.43,Entregue
42912,21/08/2024,03/09/2024,Loggi,Curitiba,das Neves,10,13,176.84,Entregue
61507,08/07/2024,14/07/2024,Azul Cargo,Recife,da Rocha da Serra,3,6,280.11,Entregue
54957,03/11/2024,11/11/2024,Loggi,Belo Horizonte,Costela da Praia,9,8,163.78,Entregue
59144,27/08/2024,03/09/2024,Correios,Recife,da Costa,5,7,72.98,Entregue
53134,15/10/2024,18/10/2024,Azul Cargo,Belo Horizonte,Duarte,4,3,15.52,Entregue
34138,10/05/2024,16/05/2024,Loggi,Recife,da Paz de Teixeira,4,6,46.42,Entregue
8481,20/08/2024,01/09/2024,Azul Cargo,Salvador,Costa,10,12,104.66,Entregue
39713,03/01/2024,10/01/2024,Jadlog,Curitiba,Pires de Moura,5,7,199.08,Entregue
26154,10/04/2024,23/04/2024,Correios,Salvador,Lima das Flores,10,13,90.01,Entregue
58858,02/02/2024,12/02/2024,Loggi,Belo Horizonte,Castro do Norte,9,10,88.81,Entregue
62167,21/09/2024,28/09/2024,Jadlog,São Paulo,Ramos do Campo,6,7,21.5,Entregue
60737,15/11/2024,20/11/2024,Azul Cargo,São Paulo,Aragão,5,5,276.72,Entregue
5876,13/02/2024,20/02/2024,Azul Cargo,Belo Horizonte,Vieira,6,7,138.77,Entregue
31158,14/04/2024,25/04/2024,Jadlog,Belo Horizonte,da Luz,10,11,69.78,Em trânsito
17613,18/09/2024,28/09/2024,Azul Cargo,Salvador,Pires da Prata,7,10,63.48,Entregue
56999,02/05/2024,08/05/2024,Jadlog,Recife,da Cunha,3,6,228.62,Entregue
6657,18/05/2024,20/05/2024,Azul Cargo,São Paulo,da Luz,2,2,81.73,Em trânsito
39672,15/11/2024,21/11/2024,Azul Cargo,Curitiba,Almeida de Minas,5,6,212.74,Em trânsito
62471,23/02/2024,27/02/2024,Loggi,Curitiba,Moraes,2,4,159.98,Entregue
64233,18/01/2024,29/01/2024,Azul Cargo,Curitiba,Oliveira,10,11,113.85,Entregue
22847,02/12/2024,05/12/2024,Jadlog,Recife,Souza,3,3,215.11,Entregue
47719,23/09/2024,29/09/2024,Azul Cargo,São Paulo,Santos,7,6,87.52,Entregue
32634,23/03/2024,03/04/2024,Correios,Belo Horizonte,Rezende,8,11,289.16,Entregue
20113,24/06/2024,05/07/2024,Jadlog,São Paulo,da Rosa das Flores,9,11,143.46,Em trânsito
54544,11/10/2024,16/10/2024,Correios,São Paulo,Pinto de Goiás,3,5,219.33,Entregue
625,19/10/2024,29/10/2024,Azul Cargo,Belo Horizonte,Araújo de Pinto,9,10,112.38,Em trânsito
24517,04/03/2024,10/03/2024,Loggi,Belo Horizonte,Ferreira de Barbosa,4,6,248.84,Entregue
40166,27/12/2024,03/01/2025,Jadlog,São Paulo,Azevedo,5,7,81.39,Entregue
50893,27/06/2024,05/07/2024,Jadlog,Belo Horizonte,Cardoso de Pires,6,8,221.36,Entregue
63003,14/05/2024,26/05/2024,Jadlog,Recife,Teixeira,10,12,292.67,Em trânsito
66334,08/10/2024,19/10/2024,Correios,Salvador,Duarte,8,11,183.13,Entregue
28591,05/05/2024,15/05/2024,Loggi,São Paulo,Teixeira,7,10,92.86,Entregue
35420,24/02/2024,29/02/2024,Jadlog,Belo Horizonte,Rodrigues,6,5,29.31,Entregue
51102,27/07/2024,03/08/2024,Loggi,Curitiba,Aragão,7,7,78.09,Entregue
29781,14/07/2024,18/07/2024,Jadlog,Belo Horizonte,Peixoto da Mata,5,4,138.17,Entregue
45782,22/09/2024,30/09/2024,Jadlog,São Paulo,Melo,9,8,175.51,Em trânsito
40260,01/04/2024,05/04/2024,Correios,Recife,Barros de Novaes,5,4,279.25,Entregue
1871,22/09/2024,02/10/2024,Loggi,São Paulo,Costa Alegre,9,10,76.11,Entregue
13671,20/01/2024,28/01/2024,Correios,Belo Horizonte,Araújo,6,8,192.7,Em trânsito
5344,15/10/2024,22/10/2024,Loggi,Salvador,Pires da Prata,4,7,76.86,Entregue
16731,01/09/2024,07/09/2024,Loggi,Belo Horizonte,Silva,5,6,154.09,Entregue
23308,17/07/2024,24/07/2024,Jadlog,Belo Horizonte,Santos,5,7,58.8,Entregue
29230,25/04/2024,04/05/2024,Jadlog,São Paulo,Correia do Oeste,9,9,264.48,Entregue
66129,28/05/2024,04/06/2024,Azul Cargo,São Paulo,Duarte,5,7,109.12,Entregue
58544,18/04/2024,28/04/2024,Correios,Salvador,Costela do Sul,8,10,229.53,Entregue
20719,25/11/2024,05/12/2024,Azul Cargo,Curitiba,Duarte,9,10,295.27,Entregue
14488,19/04/2024,01/05/2024,Loggi,Curitiba,Teixeira,10,12,215.81,Entregue
36353,11/11/2024,18/11/2024,Jadlog,Salvador,da Cunha da Prata,8,7,214.68,Em trânsito
64791,03/02/2024,13/02/2024,Loggi,São Paulo,das Neves,7,10,53.57,Entregue
10207,06/11/2024,15/11/2024,Jadlog,Belo Horizonte,Araújo,8,9,279.88,Entregue
39113,21/09/2024,02/10/2024,Azul Cargo,Salvador,das Neves de Moreira,8,11,284.21,Entregue
9282,05/06/2024,13/06/2024,Correios,São Paulo,Castro de da Rosa,7,8,240.4,Entregue
43648,15/11/2024,24/11/2024,Loggi,Belo Horizonte,Cardoso das Flores,7,9,276.52,Entregue
27812,13/10/2024,21/10/2024,Azul Cargo,Recife,Moura,8,8,276.05,Entregue
55524,09/08/2024,18/08/2024,Azul Cargo,Belo Horizonte,Caldeira de Minas,10,9,252.79,Entregue
47805,09/02/2024,18/02/2024,Jadlog,São Paulo,Lima,8,9,99.95,Entregue
53660,28/12/2024,03/01/2025,Azul Cargo,Curitiba,Moraes,5,6,125.33,Entregue
37661,18/07/2024,25/07/2024,Jadlog,Salvador,Cardoso de da Mota,6,7,290.67,Entregue
45750,20/07/2024,26/07/2024,Jadlog,Belo Horizonte,Fernandes,5,6,214.97,Entregue
63941,19/06/2024,28/06/2024,Loggi,São Paulo,Aragão,10,9,223.75,Entregue
11483,14/01/2024,19/01/2024,Jadlog,Curitiba,Rezende,2,5,78.39,Entregue
30619,12/08/2024,14/08/2024,Correios,Salvador,da Conceição Grande,3,2,50.5,Entregue
13338,23/02/2024,26/02/2024,Loggi,São Paulo,Souza do Sul,4,3,231.66,Entregue
67967,06/06/2024,10/06/2024,Correios,Curitiba,Fogaça,3,4,65.85,Devolvido
41821,06/03/2024,09/03/2024,Jadlog,Belo Horizonte,Dias,4,3,209.19,Entregue
1036,10/01/2024,21/01/2024,Correios,Belo Horizonte,Duarte de Santos,8,11,23.73,Entregue
66384,12/11/2024,17/11/2024,Jadlog,Belo Horizonte,Costela,2,5,260.54,Entregue
56426,09/04/2024,21/04/2024,Loggi,São Paulo,da Mata do Oeste,9,12,254.93,Entregue
45890,05/02/2024,13/02/2024,Correios,Curitiba,da Conceição de Campos,5,8,255.81,Entregue
42561,08/05/2024,18/05/2024,Azul Cargo,Belo Horizonte,Fogaça do Sul,7,10,152.06,Entregue
43722,28/01/2024,08/02/2024,Jadlog,Recife,Mendes das Pedras,9,11,210.82,Entregue
65494,02/01/2024,12/01/2024,Azul Cargo,Recife,da Paz de Almeida,8,10,71.09,Entregue
21065,17/08/2024,25/08/2024,Correios,Salvador,da Rocha do Norte,7,8,163.45,Entregue
34828,15/03/2024,28/03/2024,Azul Cargo,Recife,Nogueira,10,13,126.44,Entregue
21938,24/12/2024,04/01/2025,Azul Cargo,São Paulo,Gomes,10,11,180.24,Entregue
16383,16/11/2024,22/11/2024,Azul Cargo,Curitiba,Cunha,5,6,219.06,Entregue
31234,07/08/2024,14/08/2024,Jadlog,Belo Horizonte,Barbosa da Serra,5,7,115.08,Entregue
52972,28/11/2024,02/12/2024,Azul Cargo,São Paulo,Silveira de da Mota,4,4,75.23,Entregue
45336,27/09/2024,07/10/2024,Loggi,São Paulo,Pereira do Sul,9,10,168.75,Entregue
6927,03/07/2024,06/07/2024,Azul Cargo,Recife,Oliveira do Amparo,2,3,233.32,Entregue
62968,23/02/2024,26/02/2024,Correios,Salvador,Duarte do Campo,2,3,38.09,Em trânsito
16046,13/01/2024,21/01/2024,Correios,São Paulo,Nascimento da Prata,8,8,236.9,Entregue
16595,16/12/2024,23/12/2024,Loggi,Curitiba,da Conceição Grande,6,7,202.54,Entregue
60435,04/04/2024,06/04/2024,Azul Cargo,Belo Horizonte,Souza,3,2,69.51,Entregue
17759,08/07/2024,15/07/2024,Loggi,Salvador,Duarte,8,7,235.59,Entregue
8967,03/02/2024,12/02/2024,Azul Cargo,Belo Horizonte,Barros de Cardoso,10,9,101.42,Devolvido
12563,05/01/2024,12/01/2024,Correios,São Paulo,da Mata,4,7,82.17,Entregue
11948,15/08/2024,17/08/2024,Correios,Salvador,Vieira do Campo,2,2,186.31,Entregue
18477,15/01/2024,24/01/2024,Jadlog,São Paulo,da Cruz,6,9,166.95,Entregue
57037,10/08/2024,15/08/2024,Correios,Curitiba,das Neves,3,5,23.02,Entregue
63006,23/05/2024,02/06/2024,Correios,Curitiba,da Luz da Mata,10,10,254.23,Entregue
9368,08/01/2024,09/01/2024,Jadlog,Recife,Oliveira,2,1,106.57,Entregue
61137,04/09/2024,15/09/2024,Azul Cargo,Salvador,Gomes,8,11,16.67,Entregue
58545,08/04/2024,20/04/2024,Azul Cargo,Belo Horizonte,Melo das Pedras,9,12,276.78,Entregue
57521,19/11/2024,24/11/2024,Correios,São Paulo,Lopes,2,5,247.33,Entregue
54010,09/10/2024,17/10/2024,Jadlog,Curitiba,Melo do Sul,7,8,271.52,Entregue
29519,07/12/2024,11/12/2024,Azul Cargo,Curitiba,Barros de Novaes,2,4,226.17,Entregue
42260,08/04/2024,15/04/2024,Loggi,Recife,Correia do Oeste,6,7,176.44,Entregue
58416,09/11/2024,16/11/2024,Correios,Curitiba,Oliveira do Norte,5,7,96.0,Entregue
25678,22/11/2024,26/11/2024,Azul Cargo,Belo Horizonte,Farias,4,4,260.26,Entregue
52971,13/11/2024,23/11/2024,Correios,Salvador,Cunha de Fernandes,10,10,14.6,Em trânsito
