venda_id;data_venda;produto_id;loja_id;cliente_id;quantidade_vendida;valor_unitario;valor_total;forma_pagamento;canal_venda
44593;27/02/2024;195;1;57;2;1624.8;3249.6;Cartão;E-commerce
44594;12/03/2024;195;3;48;4;1732.37;6929.48;Pix;Loja Física
44595;03/03/2024;195;1;423;1;2028.19;2028.19;Cartão;Loja Física
44596;03/03/2024;195;2;48;2;1950.22;3900.44;Cartão;E-commerce
44597;07/03/2024;195;3;627;1;1762.54;1762.54;Cartão;Loja Física
44598;23/03/2024;195;1;681;1;1858.26;1858.26;Cartão;E-commerce
44599;05/03/2024;195;3;210;2;2033.09;4066.18;Cartão;E-commerce
44600;17/03/2024;195;2;428;1;1866.81;1866.81;Cartão;Loja Física
44601;08/03/2024;195;1;603;1;1839.3;1839.3;Cartão;E-commerce
44602;06/03/2024;195;2;64;1;2053.64;2053.64;Cartão;Loja Física
44603;22/03/2024;195;3;480;1;1641.03;1641.03;Pix;Loja Física
44604;19/03/2024;195;2;448;1;1901.62;1901.62;Pix;Loja Física
44605;19/03/2024;195;3;569;1;1764.25;1764.25;Cartão;Telefone
44606;18/03/2024;195;2;677;1;2043.11;2043.11;Cartão;Loja Física
44607;10/03/2024;195;1;14;2;1743.66;3487.32;Cartão;Telefone
44608;08/03/2024;195;3;618;2;1698.51;3397.02;Cartão;E-commerce
44609;03/03/2024;195;3;660;2;2029.36;4058.72;Boleto;Telefone
44610;09/03/2024;195;1;134;1;1878.79;1878.79;Dinheiro;Loja Física
44611;16/03/2024;195;2;439;3;1902.75;5708.25;Cartão;Loja Física
44612;22/03/2024;195;3;581;1;1983.36;1983.36;Cartão;Loja Física
44613;22/04/2024;195;3;743;3;2016.6;6049.8;Pix;Telefone
44614;20/04/2024;195;1;265;2;1987.38;3974.76;Cartão;Loja Física
44615;27/04/2024;195;1;363;1;1899.79;1899.79;Boleto;Loja Física
44616;04/04/2024;195;2;618;3;2055.62;6166.86;Dinheiro;Telefone
44617;18/04/2024;195;2;524;1;1800.29;1800.29;Cartão;E-commerce
44618;25/04/2024;195;3;154;4;1667.14;6668.56;Cartão;E-commerce
44619;02/04/2024;195;2;117;1;1942.83;1942.83;Pix;Loja Física
44620;24/04/2024;195;1;640;2;1945.97;3891.94;Cartão;Telefone
44621;22/04/2024;195;3;250;1;1810.88;1810.88;Cartão;Telefone
44622;25/04/2024;195;3;727;1;1889.13;1889.13;Cartão;E-commerce
44623;12/04/2024;195;3;386;1;1861.18;1861.18;Cartão;E-commerce
44624;27/04/2024;195;1;269;1;1997.33;1997.33;Cartão;Telefone
44625;18/04/2024;195;3;735;1;1811.01;1811.01;Pix;Loja Física
44626;18/04/2024;195;2;42;5;1908.98;9544.9;Cartão;Telefone
44627;13/04/2024;195;2;253;3;1666.36;4999.08;Cartão;Loja Física
44628;28/04/2024;195;2;450;1;1887.58;1887.58;Cartão;E-commerce
44629;27/04/2024;195;2;308;2;1979.42;3958.84;Cartão;Loja Física
44630;08/04/2024;195;3;143;1;1971.22;1971.22;Cartão;Loja Física
44631;16/05/2024;195;3;189;2;1697.88;3395.76;Dinheiro;E-commerce
44632;24/05/2024;195;2;225;2;1663.49;3326.98;Cartão;E-commerce
44633;26/05/2024;195;3;617;1;2072.8;2072.8;Cartão;Loja Física
44634;12/05/2024;195;2;412;3;1793.04;5379.12;Cartão;E-commerce
44635;16/05/2024;195;2;733;1;1987.49;1987.49;Cartão;E-commerce
44636;26/05/2024;195;3;163;1;1749.21;1749.21;Cartão;Telefone
44637;03/05/2024;195;3;167;2;1776.5;3553.0;Cartão;Loja Física
44638;08/05/2024;195;1;266;1;1997.68;1997.68;Cartão;Loja Física
44639;16/05/2024;195;2;489;2;2059.18;4118.36;Pix;E-commerce
44640;17/05/2024;195;2;518;1;1817.57;1817.57;Boleto;E-commerce
44641;03/05/2024;195;3;586;1;1659.0;1659.0;Pix;Loja Física
44642;03/05/2024;195;3;723;3;1768.77;5306.31;Pix;Loja Física
44643;17/05/2024;195;1;119;1;1855.68;1855.68;Pix;Loja Física
44644;19/05/2024;195;1;795;1;1935.93;1935.93;Cartão;Loja Física
44645;13/05/2024;195;1;762;1;1784.71;1784.71;Boleto;Telefone
44646;20/05/2024;195;2;8;1;1917.35;1917.35;Cartão;Loja Física
44647;14/05/2024;195;3;308;1;1874.5;1874.5;Cartão;E-commerce
44648;15/06/2024;195;1;548;1;1817.5;1817.5;Pix;Telefone
44649;18/06/2024;195;2;594;3;1840.59;5521.77;Cartão;Loja Física
44650;27/06/2024;195;3;328;1;1837.8;1837.8;Boleto;Loja Física
44651;10/06/2024;195;3;218;5;1721.57;8607.85;Boleto;Loja Física
44652;21/06/2024;195;1;475;1;1839.96;1839.96;Pix;Loja Física
44653;15/06/2024;195;2;273;1;2048.74;2048.74;Pix;E-commerce
44654;22/06/2024;195;1;585;1;1631.7;1631.7;Pix;E-commerce
44655;13/06/2024;195;2;458;1;1833.1;1833.1;Pix;Loja Física
44656;10/06/2024;195;1;121;1;1889.78;1889.78;Cartão;E-commerce
44657;23/06/2024;195;3;463;1;1775.12;1775.12;Cartão;Loja Física
44658;04/06/2024;195;3;567;1;1720.23;1720.23;Cartão;E-commerce
44659;01/06/2024;195;2;326;1;1960.26;1960.26;Pix;E-commerce
44660;25/06/2024;195;3;608;1;1691.6;1691.6;Pix;Loja Física
44661;25/06/2024;195;2;198;1;1901.31;1901.31;Pix;Loja Física
44662;24/06/2024;195;3;210;5;1668.35;8341.75;Cartão;E-commerce
44663;25/06/2024;195;3;646;1;1749.84;1749.84;Cartão;E-commerce
44664;10/07/2024;195;3;791;1;1889.61;1889.61;Pix;E-commerce
44665;10/07/2024;195;1;559;1;1994.0;1994.0;Pix;Loja Física
44666;15/07/2024;195;3;787;2;1993.86;3987.72;Cartão;E-commerce
44667;26/07/2024;195;1;25;2;1855.79;3711.58;Pix;E-commerce
44668;09/07/2024;195;1;800;1;1861.45;1861.45;Cartão;Loja Física
44669;04/07/2024;195;1;559;2;1739.46;3478.92;Cartão;Loja Física
44670;23/07/2024;195;3;563;1;2059.14;2059.14;Cartão;Loja Física
44671;17/07/2024;195;3;504;1;1898.56;1898.56;Cartão;Loja Física
44672;07/07/2024;195;2;110;1;1936.9;1936.9;Pix;E-commerce
44673;05/07/2024;195;3;165;4;1731.24;6924.96;Cartão;Loja Física
44674;18/07/2024;195;2;773;5;1874.75;9373.75;Cartão;E-commerce
44675;23/07/2024;195;2;419;4;1991.09;7964.36;Cartão;E-commerce
44676;28/07/2024;195;3;97;1;1869.23;1869.23;Cartão;E-commerce
44677;16/07/2024;195;3;315;2;1916.86;3833.72;Cartão;Loja Física
44678;15/07/2024;195;3;127;4;1909.89;7639.56;Dinheiro;Telefone
44679;11/07/2024;195;1;191;1;1837.83;1837.83;Dinheiro;E-commerce
44680;01/08/2024;195;1;339;2;1967.21;3934.42;Cartão;E-commerce
44681;08/08/2024;195;3;200;4;1836.95;7347.8;Cartão;E-commerce
44682;07/08/2024;195;1;17;1;1867.1;1867.1;Pix;Loja Física
44683;12/08/2024;195;2;690;1;1645.93;1645.93;Cartão;Loja Física
44684;02/08/2024;195;3;689;2;2066.7;4133.4;Pix;Loja Física
44685;26/08/2024;195;2;708;3;1714.12;5142.36;Dinheiro;Loja Física
44686;05/08/2024;195;2;152;1;1630.04;1630.04;Dinheiro;Telefone
44687;14/08/2024;195;2;125;3;1718.42;5155.26;Pix;E-commerce
44688;11/08/2024;195;1;800;3;1973.18;5919.54;Cartão;Telefone
44689;16/08/2024;195;1;683;1;1861.44;1861.44;Cartão;Loja Física
44690;23/09/2024;195;3;394;2;1790.67;3581.34;Dinheiro;Loja Física
44691;13/09/2024;195;2;551;1;1933.3;1933.3;Pix;E-commerce
44692;01/09/2024;195;2;24;1;1643.71;1643.71;Pix;Loja Física
44693;25/09/2024;195;3;361;1;1761.07;1761.07;Cartão;Loja Física
44694;04/09/2024;195;2;230;1;1818.82;1818.82;Cartão;Loja Física
44695;17/09/2024;195;3;156;3;2072.21;6216.63;Cartão;E-commerce
44696;16/09/2024;195;3;775;1;1659.54;1659.54;Pix;E-commerce
44697;23/09/2024;195;3;612;1;1887.7;1887.7;Cartão;Loja Física
44698;07/09/2024;195;1;172;2;1845.03;3690.06;Cartão;E-commerce
44699;26/09/2024;195;1;327;1;2002.32;2002.32;Boleto;E-commerce
44700;18/09/2024;195;2;588;3;2006.02;6018.06;Dinheiro;Loja Física
44701;20/09/2024;195;3;479;1;1967.61;1967.61;Cartão;Loja Física
44702;06/09/2024;195;2;207;1;1949.2;1949.2;Cartão;E-commerce
44703;22/09/2024;195;1;118;1;1892.9;1892.9;Boleto;Loja Física
44704;10/09/2024;195;1;497;2;1966.63;3933.26;Cartão;E-commerce
44705;20/10/2024;195;2;393;3;1697.25;5091.75;Cartão;E-commerce
44706;03/10/2024;195;1;460;1;1753.47;1753.47;Cartão;Loja Física
44707;10/10/2024;195;3;796;3;1933.98;5801.94;Cartão;Loja Física
44708;12/10/2024;195;2;717;1;1938.04;1938.04;Dinheiro;E-commerce
44709;17/10/2024;195;1;710;3;1644.89;4934.67;Cartão;E-commerce
44710;16/10/2024;195;3;205;1;1862.85;1862.85;Cartão;Telefone
44711;25/10/2024;195;1;780;3;1792.26;5376.78;Cartão;E-commerce
44712;19/10/2024;195;2;273;1;1855.55;1855.55;Cartão;Loja Física
44713;26/10/2024;195;3;649;1;1960.78;1960.78;Cartão;Loja Física
44714;18/10/2024;195;2;350;1;1651.72;1651.72;Cartão;Loja Física
44715;01/10/2024;195;3;671;1;1831.55;1831.55;Cartão;Loja Física
44716;24/10/2024;195;2;259;1;1850.79;1850.79;Pix;E-commerce
44717;15/10/2024;195;3;223;1;1997.42;1997.42;Pix;E-commerce
44718;28/10/2024;195;3;587;3;1799.29;5397.87;Cartão;Loja Física
44719;16/10/2024;195;2;247;3;2044.45;6133.35;Boleto;E-commerce
44720;24/10/2024;195;1;312;2;2051.74;4103.48;Cartão;Loja Física
44721;05/10/2024;195;3;446;1;1639.05;1639.05;Dinheiro;Loja Física
44722;21/10/2024;195;3;214;2;1994.33;3988.66;Pix;Telefone
44723;15/10/2024;195;1;677;1;2011.66;2011.66;Cartão;Loja Física
44724;25/11/2024;195;2;147;1;1814.19;1814.19;Cartão;E-commerce
44725;18/11/2024;195;1;275;2;1829.54;3659.08;Cartão;Loja Física
44726;15/11/2024;195;1;405;1;1698.06;1698.06;Boleto;E-commerce
44727;17/11/2024;195;2;442;2;1876.74;3753.48;Dinheiro;Telefone
44728;24/11/2024;195;1;256;2;1755.54;3511.08;Boleto;Loja Física
44729;01/11/2024;195;1;546;1;1927.08;1927.08;Cartão;E-commerce
44730;24/11/2024;195;1;658;1;1769.03;1769.03;Pix;E-commerce
44731;06/11/2024;195;3;180;5;1631.75;8158.75;Boleto;E-commerce
44732;04/11/2024;195;1;9;1;1905.27;1905.27;Pix;E-commerce
44733;26/11/2024;195;2;400;1;1685.53;1685.53;Cartão;E-commerce
44734;11/11/2024;195;3;737;3;1858.87;5576.61;Pix;Loja Física
44735;13/11/2024;195;3;142;1;1869.91;1869.91;Pix;E-commerce
44736;12/11/2024;195;2;747;2;1684.38;3368.76;Dinheiro;E-commerce
44737;12/11/2024;195;1;572;1;1741.07;1741.07;Pix;Loja Física
44738;12/11/2024;195;3;759;1;1763.97;1763.97;Cartão;Loja Física
44739;15/11/2024;195;2;688;1;1947.46;1947.46;Cartão;Loja Física
44740;12/12/2024;195;1;65;2;1680.52;3361.04;Cartão;Loja Física
44741;11/12/2024;195;3;462;1;1921.3;1921.3;Cartão;Loja Física
44742;10/12/2024;195;2;654;2;2067.39;4134.78;Cartão;E-commerce
44743;11/12/2024;195;1;190;4;1849.67;7398.68;Dinheiro;Loja Física
44744;06/12/2024;195;2;742;1;1667.37;1667.37;Cartão;Telefone
44745;12/12/2024;195;2;85;5;1641.93;8209.65;Cartão;Loja Física
44746;10/12/2024;195;3;436;3;1932.5;5797.5;Cartão;Loja Física
44747;23/12/2024;195;2;69;1;1727.59;1727.59;Cartão;Loja Física
44748;12/12/2024;195;3;57;1;1990.93;1990.93;Boleto;Loja Física
44749;09/12/2024;195;2;696;1;1790.79;1790.79;Pix;Loja Física
44750;21/12/2024;195;3;315;1;2059.36;2059.36;Dinheiro;Loja Física
44751;25/12/2024;195;3;603;1;1799.71;1799.71;Cartão;Loja Física
44752;08/12/2024;195;1;255;2;1975.02;3950.04;Dinheiro;E-commerce
44753;21/12/2024;195;2;317;1;1687.17;1687.17;Cartão;E-commerce
44754;27/12/2024;195;3;321;3;1625.52;4876.56;Cartão;E-commerce
44755;16/12/2024;195;3;366;3;1870.34;5611.02;Cartão;E-commerce
44756;10/12/2024;195;2;283;1;1698.22;1698.22;Cartão;E-commerce
44757;28/12/2024;195;1;646;1;1964.27;1964.27;Pix;Loja Física
44758;21/12/2024;195;2;619;1;2063.72;2063.72;Dinheiro;Telefone
44759;23/01/2024;196;1;456;1;1436.71;1436.71;Cartão;E-commerce
44760;06/01/2024;196;2;492;5;1243.47;6217.35;Cartão;Loja Física
44761;20/01/2024;196;1;86;1;1291.92;1291.92;Cartão;E-commerce
44762;20/01/2024;196;2;400;1;1197.1;1197.1;Pix;E-commerce
44763;14/01/2024;196;1;551;1;1345.18;1345.18;Cartão;E-commerce
44764;20/01/2024;196;1;547;5;1479.59;7397.95;Boleto;E-commerce
44765;04/01/2024;196;3;123;2;1271.34;2542.68;Cartão;E-commerce
44766;07/01/2024;196;3;656;2;1460.67;2921.34;Cartão;Telefone
44767;04/01/2024;196;2;1;4;1227.37;4909.48;Dinheiro;E-commerce
44768;09/01/2024;196;1;360;1;1299.82;1299.82;Cartão;Loja Física
44769;04/01/2024;196;2;370;1;1194.29;1194.29;Pix;Loja Física
44770;13/01/2024;196;1;381;1;1417.15;1417.15;Cartão;E-commerce
44771;02/01/2024;196;3;578;4;1221.1;4884.4;Cartão;E-commerce
44772;17/01/2024;196;2;607;5;1358.51;6792.55;Cartão;E-commerce
44773;11/01/2024;196;3;145;1;1237.53;1237.53;Pix;Loja Física
44774;16/01/2024;196;3;440;2;1222.76;2445.52;Cartão;Loja Física
44775;15/01/2024;196;3;286;2;1435.21;2870.42;Cartão;Loja Física
44776;11/02/2024;196;2;548;1;1434.51;1434.51;Pix;Loja Física
44777;10/02/2024;196;1;653;2;1484.99;2969.98;Cartão;Loja Física
44778;24/02/2024;196;3;599;1;1357.8;1357.8;Pix;E-commerce
44779;16/02/2024;196;1;689;5;1212.88;6064.4;Boleto;E-commerce
44780;18/02/2024;196;3;524;2;1330.21;2660.42;Pix;Loja Física
44781;11/02/2024;196;3;37;3;1234.2;3702.6;Cartão;Telefone
44782;24/02/2024;196;1;265;1;1192.19;1192.19;Boleto;E-commerce
44783;18/02/2024;196;3;505;1;1261.93;1261.93;Dinheiro;Telefone
44784;08/02/2024;196;1;704;1;1189.17;1189.17;Cartão;E-commerce
44785;11/02/2024;196;3;357;3;1486.27;4458.81;Cartão;Loja Física
44786;28/02/2024;196;2;800;3;1284.65;3853.95;Boleto;E-commerce
44787;13/02/2024;196;3;1;3;1335.28;4005.84;Cartão;Loja Física
44788;18/02/2024;196;3;489;2;1219.83;2439.66;Cartão;Telefone
44789;08/02/2024;196;2;584;2;1435.68;2871.36;Cartão;Loja Física
44790;09/02/2024;196;2;797;1;1421.54;1421.54;Cartão;E-commerce
44791;20/02/2024;196;1;750;2;1446.24;2892.48;Cartão;E-commerce
44792;24/02/2024;196;1;671;1;1351.02;1351.02;Cartão;Loja Física
44793;16/03/2024;196;3;264;2;1481.89;2963.78;Dinheiro;E-commerce
44794;14/03/2024;196;3;75;1;1226.88;1226.88;Dinheiro;Loja Física
44795;18/03/2024;196;3;708;1;1256.74;1256.74;Cartão;E-commerce
44796;22/03/2024;196;3;672;1;1235.99;1235.99;Pix;Loja Física
44797;10/03/2024;196;3;772;1;1191.93;1191.93;Pix;Loja Física
44798;18/03/2024;196;2;575;1;1503.82;1503.82;Cartão;Loja Física
44799;23/03/2024;196;2;268;1;1237.01;1237.01;Cartão;Telefone
44800;25/03/2024;196;2;219;1;1359.51;1359.51;Cartão;E-commerce
44801;05/03/2024;196;1;759;3;1478.69;4436.07;Cartão;Loja Física
44802;14/03/2024;196;1;588;1;1425.96;1425.96;Cartão;E-commerce
44803;18/04/2024;196;1;645;1;1488.5;1488.5;Pix;Loja Física
44804;20/04/2024;196;3;630;2;1491.28;2982.56;Cartão;Loja Física
44805;16/04/2024;196;2;749;1;1396.37;1396.37;Pix;Loja Física
44806;12/04/2024;196;1;588;1;1364.47;1364.47;Cartão;E-commerce
44807;18/04/2024;196;1;154;1;1349.14;1349.14;Boleto;E-commerce
44808;10/04/2024;196;1;296;4;1410.34;5641.36;Boleto;Loja Física
44809;25/04/2024;196;3;140;1;1459.09;1459.09;Pix;Loja Física
44810;20/04/2024;196;3;796;2;1482.2;2964.4;Cartão;E-commerce
44811;06/04/2024;196;2;256;1;1441.7;1441.7;Pix;Telefone
44812;02/04/2024;196;1;175;1;1433.97;1433.97;Boleto;Loja Física
44813;16/04/2024;196;1;438;1;1325.66;1325.66;Cartão;E-commerce
44814;08/04/2024;196;2;590;1;1292.23;1292.23;Pix;E-commerce
44815;05/04/2024;196;3;223;1;1378.43;1378.43;Boleto;Loja Física
44816;16/04/2024;196;3;275;2;1203.25;2406.5;Cartão;Loja Física
44817;03/04/2024;196;2;463;1;1350.2;1350.2;Cartão;E-commerce
44818;08/05/2024;196;1;376;1;1294.14;1294.14;Cartão;Loja Física
44819;28/05/2024;196;2;205;3;1391.04;4173.12;Cartão;Loja Física
44820;17/05/2024;196;3;236;3;1429.59;4288.77;Cartão;Loja Física
44821;21/05/2024;196;3;487;1;1489.68;1489.68;Pix;E-commerce
44822;20/05/2024;196;2;482;1;1224.23;1224.23;Cartão;E-commerce
44823;13/05/2024;196;1;189;5;1329.72;6648.6;Boleto;Loja Física
44824;27/05/2024;196;2;551;5;1343.28;6716.4;Boleto;E-commerce
44825;13/05/2024;196;2;248;1;1272.84;1272.84;Pix;Loja Física
44826;10/05/2024;196;1;287;3;1233.9;3701.7;Cartão;Loja Física
44827;16/05/2024;196;3;615;2;1401.15;2802.3;Cartão;Loja Física
44828;14/05/2024;196;2;273;4;1234.37;4937.48;Cartão;E-commerce
44829;03/05/2024;196;2;222;1;1318.21;1318.21;Pix;E-commerce
44830;27/05/2024;196;2;586;4;1291.83;5167.32;Cartão;Loja Física
44831;25/05/2024;196;1;64;5;1514.33;7571.65;Cartão;Loja Física
44832;25/05/2024;196;3;198;1;1315.31;1315.31;Pix;Loja Física
44833;11/05/2024;196;2;502;1;1509.51;1509.51;Boleto;Loja Física
44834;05/06/2024;196;2;555;2;1276.75;2553.5;Pix;Loja Física
44835;27/06/2024;196;2;773;3;1267.08;3801.24;Dinheiro;E-commerce
44836;25/06/2024;196;1;459;1;1402.74;1402.74;Dinheiro;Loja Física
44837;06/06/2024;196;2;401;1;1359.84;1359.84;Cartão;Loja Física
44838;20/06/2024;196;2;303;1;1497.72;1497.72;Cartão;Telefone
44839;15/06/2024;196;2;251;1;1502.94;1502.94;Cartão;E-commerce
44840;26/06/2024;196;2;224;3;1413.98;4241.94;Boleto;Loja Física
44841;24/06/2024;196;2;271;2;1261.52;2523.04;Dinheiro;Loja Física
44842;05/06/2024;196;2;383;1;1296.43;1296.43;Dinheiro;Loja Física
44843;05/06/2024;196;3;767;1;1395.75;1395.75;Dinheiro;E-commerce
44844;16/06/2024;196;2;3;1;1218.3;1218.3;Pix;Loja Física
44845;07/06/2024;196;2;248;2;1344.03;2688.06;Pix;Loja Física
44846;05/07/2024;196;3;483;1;1429.18;1429.18;Cartão;Loja Física
44847;16/07/2024;196;3;460;1;1479.23;1479.23;Cartão;Telefone
44848;02/07/2024;196;1;551;2;1415.76;2831.52;Cartão;Loja Física
44849;10/07/2024;196;2;289;1;1474.36;1474.36;Pix;Loja Física
44850;03/07/2024;196;1;605;1;1352.1;1352.1;Cartão;Loja Física
44851;10/07/2024;196;1;702;1;1273.02;1273.02;Cartão;Loja Física
44852;04/07/2024;196;3;243;1;1226.82;1226.82;Cartão;E-commerce
44853;22/07/2024;196;2;56;3;1342.23;4026.69;Pix;Loja Física
44854;17/07/2024;196;3;543;2;1285.87;2571.74;Cartão;E-commerce
44855;20/07/2024;196;2;249;1;1404.8;1404.8;Dinheiro;Loja Física
44856;16/07/2024;196;2;523;1;1304.43;1304.43;Pix;E-commerce
44857;10/07/2024;196;1;524;1;1330.25;1330.25;Cartão;E-commerce
44858;02/07/2024;196;2;42;1;1220.04;1220.04;Cartão;Telefone
44859;04/07/2024;196;2;228;1;1383.67;1383.67;Cartão;E-commerce
44860;17/07/2024;196;1;56;2;1260.85;2521.7;Dinheiro;Telefone
44861;18/07/2024;196;2;626;2;1458.04;2916.08;Pix;E-commerce
44862;05/07/2024;196;3;573;2;1259.37;2518.74;Cartão;E-commerce
44863;28/07/2024;196;2;642;2;1267.31;2534.62;Dinheiro;E-commerce
44864;21/08/2024;196;1;488;1;1303.13;1303.13;Pix;E-commerce
44865;28/08/2024;196;1;383;3;1303.12;3909.36;Pix;E-commerce
44866;17/08/2024;196;2;421;4;1287.68;5150.72;Cartão;Loja Física
44867;22/08/2024;196;3;682;1;1421.12;1421.12;Pix;E-commerce
44868;13/08/2024;196;3;213;2;1322.46;2644.92;Cartão;Loja Física
44869;17/08/2024;196;3;530;3;1196.84;3590.52;Cartão;Telefone
44870;22/08/2024;196;2;360;1;1269.17;1269.17;Cartão;Loja Física
44871;02/08/2024;196;3;408;3;1410.86;4232.58;Pix;Loja Física
44872;08/08/2024;196;3;233;2;1202.02;2404.04;Cartão;E-commerce
44873;17/08/2024;196;1;426;2;1470.5;2941.0;Pix;E-commerce
44874;16/08/2024;196;2;788;1;1499.85;1499.85;Cartão;Telefone
44875;27/08/2024;196;2;707;1;1301.52;1301.52;Pix;Loja Física
44876;21/08/2024;196;2;333;1;1194.15;1194.15;Cartão;Loja Física
44877;09/08/2024;196;1;639;1;1488.97;1488.97;Pix;E-commerce
44878;02/08/2024;196;3;335;3;1252.55;3757.65;Cartão;Loja Física
44879;23/08/2024;196;3;719;1;1307.84;1307.84;Dinheiro;Loja Física
44880;13/08/2024;196;2;48;1;1312.98;1312.98;Cartão;Loja Física
44881;08/08/2024;196;1;19;2;1412.67;2825.34;Cartão;E-commerce
44882;02/08/2024;196;2;35;1;1476.56;1476.56;Boleto;Loja Física
44883;22/08/2024;196;3;293;4;1426.95;5707.8;Pix;Loja Física
44884;20/09/2024;196;1;684;1;1224.32;1224.32;Pix;E-commerce
44885;24/09/2024;196;1;552;1;1260.69;1260.69;Cartão;Loja Física
44886;08/09/2024;196;1;576;1;1264.21;1264.21;Cartão;Loja Física
44887;28/09/2024;196;1;271;3;1462.42;4387.26;Cartão;E-commerce
44888;18/09/2024;196;2;458;1;1220.5;1220.5;Cartão;Loja Física
44889;28/09/2024;196;1;103;1;1294.3;1294.3;Cartão;Loja Física
44890;17/09/2024;196;3;113;2;1363.14;2726.28;Cartão;Loja Física
44891;09/09/2024;196;1;315;1;1441.44;1441.44;Cartão;E-commerce
44892;28/09/2024;196;2;501;1;1391.01;1391.01;Cartão;E-commerce
44893;02/09/2024;196;2;504;1;1229.71;1229.71;Cartão;Loja Física
44894;09/09/2024;196;2;352;1;1362.57;1362.57;Cartão;Loja Física
44895;03/09/2024;196;2;59;1;1445.88;1445.88;Dinheiro;Loja Física
44896;12/09/2024;196;1;51;2;1339.98;2679.96;Cartão;E-commerce
44897;08/09/2024;196;1;721;4;1414.62;5658.48;Pix;Loja Física
44898;10/09/2024;196;1;389;1;1423.73;1423.73;Cartão;E-commerce
44899;25/09/2024;196;2;99;1;1508.66;1508.66;Pix;Loja Física
44900;02/09/2024;196;2;709;1;1489.42;1489.42;Cartão;E-commerce
44901;12/09/2024;196;3;658;4;1234.11;4936.44;Dinheiro;E-commerce
44902;09/09/2024;196;2;359;1;1293.38;1293.38;Boleto;E-commerce
44903;03/10/2024;196;1;724;1;1505.03;1505.03;Boleto;E-commerce
44904;09/10/2024;196;3;414;1;1505.21;1505.21;Dinheiro;E-commerce
44905;03/10/2024;196;1;670;4;1489.0;5956.0;Pix;Telefone
44906;03/10/2024;196;3;503;1;1246.73;1246.73;Pix;Telefone
44907;20/10/2024;196;2;695;4;1514.31;6057.24;Cartão;Loja Física
44908;17/10/2024;196;1;626;1;1194.77;1194.77;Pix;Loja Física
44909;15/10/2024;196;1;655;1;1210.65;1210.65;Cartão;Telefone
44910;13/10/2024;196;2;84;4;1348.02;5392.08;Cartão;Telefone
44911;20/10/2024;196;2;777;1;1400.06;1400.06;Pix;E-commerce
44912;18/10/2024;196;3;68;1;1279.49;1279.49;Cartão;Loja Física
44913;25/10/2024;196;2;742;1;1231.89;1231.89;Pix;Loja Física
44914;15/10/2024;196;1;88;1;1209.51;1209.51;Pix;Telefone
44915;07/11/2024;196;3;521;4;1427.98;5711.92;Pix;Loja Física
44916;13/11/2024;196;1;553;1;1379.81;1379.81;Cartão;E-commerce
44917;08/11/2024;196;1;54;2;1257.69;2515.38;Pix;E-commerce
44918;19/11/2024;196;1;230;2;1412.31;2824.62;Cartão;E-commerce
44919;08/11/2024;196;3;553;1;1218.04;1218.04;Dinheiro;Loja Física
44920;20/11/2024;196;2;327;2;1375.81;2751.62;Cartão;E-commerce
44921;09/11/2024;196;1;25;3;1321.8;3965.4;Cartão;E-commerce
44922;16/11/2024;196;2;622;1;1332.33;1332.33;Pix;Loja Física
44923;19/11/2024;196;1;355;2;1203.44;2406.88;Cartão;E-commerce
44924;12/11/2024;196;1;3;1;1436.26;1436.26;Cartão;Loja Física
44925;02/11/2024;196;3;181;1;1299.84;1299.84;Pix;E-commerce
44926;05/11/2024;196;3;707;1;1429.5;1429.5;Pix;Loja Física
44927;19/11/2024;196;1;125;1;1516.44;1516.44;Cartão;Loja Física
44928;07/11/2024;196;1;27;5;1231.33;6156.65;Cartão;Loja Física
44929;07/12/2024;196;2;734;5;1410.43;7052.15;Cartão;Loja Física
44930;26/12/2024;196;3;583;1;1329.02;1329.02;Cartão;E-commerce
44931;03/12/2024;196;3;368;1;1362.73;1362.73;Cartão;E-commerce
44932;23/12/2024;196;3;657;1;1470.99;1470.99;Cartão;E-commerce
44933;23/12/2024;196;2;731;1;1334.06;1334.06;Cartão;E-commerce
44934;12/12/2024;196;1;380;2;1510.22;3020.44;Pix;E-commerce
44935;02/12/2024;196;3;731;1;1481.6;1481.6;Cartão;E-commerce
44936;26/12/2024;196;2;794;1;1421.89;1421.89;Cartão;Loja Física
44937;10/12/2024;196;3;277;1;1355.43;1355.43;Cartão;Loja Física
44938;08/12/2024;196;1;79;2;1423.85;2847.7;Cartão;Telefone
44939;28/12/2024;196;3;177;2;1318.14;2636.28;Cartão;Loja Física
44940;19/12/2024;196;2;473;2;1406.41;2812.82;Cartão;E-commerce
44941;19/12/2024;196;3;156;2;1238.75;2477.5;Cartão;Loja Física
44942;15/12/2024;196;2;435;1;1478.49;1478.49;Cartão;E-commerce
44943;05/12/2024;196;2;609;1;1355.44;1355.44;Pix;Loja Física
44944;15/12/2024;196;2;748;1;1276.19;1276.19;Cartão;E-commerce
44945;17/12/2024;196;2;391;2;1362.62;2725.24;Pix;Loja Física
44946;19/12/2024;196;3;214;2;1314.72;2629.44;Cartão;Loja Física
44947;08/12/2024;196;3;271;2;1393.27;2786.54;Cartão;E-commerce
44948;28/12/2024;196;3;501;1;1248.7;1248.7;Pix;E-commerce
44949;02/01/2024;197;3;533;1;123.75;123.75;Cartão;Loja Física
44950;05/01/2024;197;1;243;1;119.54;119.54;Cartão;Loja Física
44951;12/01/2024;197;2;498;1;122.1;122.1;Pix;Loja Física
