compra_id;data_compra;produto_id;fornecedor;quantidade_comprada;valor_unitario;valor_total;prazo_entrega_dias;status_compra
1467;22/12/2024;148;Honda Peças;52;777.52;40431.04;17;Entregue
1468;22/12/2024;148;NGK Brasil;62;819.97;50838.14;4;Entregue
1469;16/01/2024;149;Honda Peças;32;958.75;30680.0;6;Entregue
1470;03/01/2024;149;Bosch Distribuição;44;872.34;38382.96;6;Pendente
1471;03/01/2024;149;Cofap Distrib;70;962.61;67382.7;18;Entregue
1472;08/02/2024;149;Magneti Marelli;64;920.11;58887.04;7;Entregue
1473;13/02/2024;149;Honda Peças;50;974.95;48747.5;5;Entregue
1474;28/02/2024;149;Honda Peças;33;935.5;30871.5;11;Entregue
1475;16/03/2024;149;Cofap Distrib;5;842.78;4213.9;5;Entregue
1476;11/03/2024;149;NGK Brasil;36;852.31;30683.16;19;Entregue
1477;10/05/2024;149;Pirelli Brasil;8;943.78;7550.24;6;Entregue
1478;24/05/2024;149;Yamaha Parts;56;966.79;54140.24;15;Entregue
1479;26/11/2024;149;NGK Brasil;56;810.69;45398.64;6;Entregue
1480;10/11/2024;149;Pirelli Brasil;38;854.97;32488.86;16;Entregue
1481;25/02/2024;150;NGK Brasil;19;532.37;10115.03;13;Entregue
1482;03/02/2024;150;Bosch Distribuição;93;525.73;48892.89;12;Entregue
1483;22/07/2024;150;Cofap Distrib;76;487.46;37046.96;7;Pendente
1484;09/07/2024;150;Cofap Distrib;52;537.25;27937.0;11;Pendente
1485;09/10/2024;150;NGK Brasil;77;460.29;35442.33;5;Entregue
1486;22/10/2024;150;Cofap Distrib;31;474.81;14719.11;5;Cancelada
1487;18/10/2024;150;NGK Brasil;36;475.04;17101.44;15;Entregue
1488;04/12/2024;150;Bosch Distribuição;44;446.39;19641.16;19;Pendente
1489;15/01/2024;151;Cofap Distrib;17;1126.92;19157.64;12;Entregue
1490;03/03/2024;151;Yamaha Parts;42;1110.7;46649.4;18;Entregue
1491;02/04/2024;151;Pirelli Brasil;11;1049.46;11544.06;18;Entregue
1492;21/12/2024;151;NGK Brasil;39;1121.48;43737.72;8;Entregue
1493;06/02/2024;152;NGK Brasil;57;1535.53;87525.21;20;Entregue
1494;17/02/2024;152;Magneti Marelli;76;1643.52;124907.52;16;Pendente
1495;06/03/2024;152;Honda Peças;60;1790.28;107416.8;3;Entregue
1496;22/04/2024;152;Magneti Marelli;10;1537.32;15373.2;18;Entregue
1497;08/05/2024;152;Yamaha Parts;80;1611.41;128912.8;4;Entregue
1498;06/05/2024;152;Magneti Marelli;49;1747.07;85606.43;12;Pendente
1499;09/05/2024;152;Cofap Distrib;78;1542.32;120300.96;18;Entregue
1500;17/07/2024;152;NGK Brasil;87;1714.48;149159.76;16;Entregue
1501;02/07/2024;152;Yamaha Parts;98;1522.65;149219.7;3;Entregue
1502;12/09/2024;152;Bosch Distribuição;50;1601.12;80056.0;8;Entregue
1503;14/09/2024;152;Bosch Distribuição;22;1788.4;39344.8;12;Entregue
1504;05/01/2024;153;Pirelli Brasil;39;874.85;34119.15;3;Pendente
1505;14/01/2024;153;Cofap Distrib;81;984.95;79780.95;9;Entregue
1506;19/03/2024;153;Yamaha Parts;72;978.95;70484.4;18;Entregue
1507;16/03/2024;153;Magneti Marelli;62;894.28;55445.36;12;Pendente
1508;09/10/2024;153;Honda Peças;59;1018.03;60063.77;10;Pendente
1509;14/10/2024;153;Magneti Marelli;12;906.3;10875.6;17;Entregue
1510;16/10/2024;153;Magneti Marelli;39;1001.78;39069.42;12;Entregue
1511;10/01/2024;154;Magneti Marelli;36;580.36;20892.96;3;Entregue
1512;02/06/2024;154;Cofap Distrib;69;582.4;40185.6;17;Entregue
1513;20/09/2024;154;Yamaha Parts;76;683.16;51920.16;3;Entregue
1514;22/09/2024;154;Cofap Distrib;26;625.8;16270.8;6;Entregue
1515;23/12/2024;154;Cofap Distrib;6;593.34;3560.04;6;Entregue
1516;25/12/2024;154;Pirelli Brasil;81;587.85;47615.85;10;Entregue
1517;19/11/2024;155;Honda Peças;12;2045.39;24544.68;17;Entregue
1518;11/11/2024;155;Magneti Marelli;89;1808.65;160969.85;8;Entregue
1519;11/11/2024;155;Honda Peças;31;1918.62;59477.22;4;Entregue
1520;02/12/2024;155;Honda Peças;78;1925.24;150168.72;17;Pendente
1521;23/12/2024;155;Yamaha Parts;65;2014.67;130953.55;4;Entregue
1522;05/12/2024;155;Honda Peças;61;1872.77;114238.97;5;Entregue
1523;12/01/2024;156;Pirelli Brasil;48;521.1;25012.8;8;Entregue
1524;26/01/2024;156;Yamaha Parts;36;494.56;17804.16;5;Entregue
1525;16/04/2024;156;Magneti Marelli;97;583.81;56629.57;4;Entregue
1526;12/04/2024;156;Honda Peças;27;569.61;15379.47;3;Entregue
1527;17/04/2024;156;Pirelli Brasil;68;542.37;36881.16;3;Entregue
1528;04/06/2024;156;Yamaha Parts;41;546.56;22408.96;16;Entregue
1529;11/08/2024;156;Cofap Distrib;38;591.81;22488.78;14;Entregue
1530;12/08/2024;156;Bosch Distribuição;14;533.83;7473.62;16;Entregue
1531;12/12/2024;156;Yamaha Parts;46;564.15;25950.9;20;Entregue
1532;24/12/2024;156;NGK Brasil;7;592.11;4144.77;4;Entregue
1533;07/01/2024;157;NGK Brasil;87;157.02;13660.74;16;Entregue
1534;19/01/2024;157;Cofap Distrib;19;151.31;2874.89;12;Entregue
1535;04/03/2024;157;Magneti Marelli;76;156.51;11894.76;8;Entregue
1536;19/06/2024;157;Yamaha Parts;11;165.02;1815.22;16;Entregue
1537;24/06/2024;157;Yamaha Parts;56;161.36;9036.16;4;Entregue
1538;13/06/2024;157;Bosch Distribuição;9;140.16;1261.44;14;Entregue
1539;22/12/2024;157;NGK Brasil;80;141.5;11320.0;16;Entregue
1540;17/12/2024;157;Magneti Marelli;98;141.15;13832.7;13;Cancelada
1541;07/12/2024;157;Yamaha Parts;15;135.46;2031.9;11;Entregue
1542;04/01/2024;158;Magneti Marelli;71;562.96;39970.16;20;Pendente
1543;02/01/2024;158;Bosch Distribuição;44;603.01;26532.44;11;Entregue
1544;17/01/2024;158;Yamaha Parts;56;530.8;29724.8;17;Entregue
1545;25/03/2024;158;Pirelli Brasil;96;503.13;48300.48;4;Entregue
1546;13/04/2024;158;Bosch Distribuição;10;549.59;5495.9;10;Entregue
1547;23/04/2024;158;Cofap Distrib;64;500.76;32048.64;8;Entregue
1548;16/04/2024;158;NGK Brasil;47;584.41;27467.27;17;Entregue
1549;06/06/2024;158;Yamaha Parts;66;593.77;39188.82;7;Cancelada
1550;13/11/2024;158;Cofap Distrib;84;582.88;48961.92;11;Entregue
1551;18/02/2024;159;Honda Peças;50;278.69;13934.5;13;Entregue
1552;23/08/2024;159;Cofap Distrib;58;288.69;16744.02;19;Entregue
1553;03/08/2024;159;Honda Peças;35;328.53;11498.55;19;Entregue
1554;14/10/2024;159;Bosch Distribuição;68;310.25;21097.0;14;Entregue
1555;21/10/2024;159;NGK Brasil;34;305.78;10396.52;12;Entregue
1556;21/10/2024;159;Cofap Distrib;70;295.62;20693.4;7;Pendente
1557;10/02/2024;160;Magneti Marelli;57;561.74;32019.18;4;Entregue
1558;23/02/2024;160;Yamaha Parts;53;654.5;34688.5;10;Pendente
1559;10/02/2024;160;Pirelli Brasil;40;673.91;26956.4;11;Entregue
1560;25/03/2024;160;Magneti Marelli;48;602.72;28930.56;13;Entregue
1561;24/03/2024;160;Pirelli Brasil;35;618.36;21642.6;19;Entregue
1562;15/03/2024;160;Yamaha Parts;49;671.22;32889.78;16;Entregue
1563;17/04/2024;160;Pirelli Brasil;55;658.71;36229.05;3;Entregue
1564;19/05/2024;160;Yamaha Parts;47;605.03;28436.41;7;Pendente
1565;03/05/2024;160;Honda Peças;97;557.37;54064.89;5;Entregue
1566;10/05/2024;160;Yamaha Parts;74;564.03;41738.22;18;Entregue
1567;09/08/2024;160;Honda Peças;32;652.91;20893.12;4;Entregue
1568;08/12/2024;160;Bosch Distribuição;39;657.46;25640.94;12;Entregue
1569;11/12/2024;160;NGK Brasil;18;566.75;10201.5;16;Entregue
1570;12/05/2024;161;Magneti Marelli;66;876.1;57822.6;3;Entregue
1571;28/05/2024;161;Yamaha Parts;64;938.16;60042.24;18;Entregue
1572;13/05/2024;161;Cofap Distrib;73;926.47;67632.31;18;Entregue
1573;23/11/2024;161;NGK Brasil;9;854.86;7693.74;7;Entregue
1574;26/02/2024;162;Pirelli Brasil;24;1881.98;45167.52;19;Entregue
1575;09/02/2024;162;NGK Brasil;31;1847.64;57276.84;7;Entregue
1576;23/03/2024;162;Cofap Distrib;80;1645.96;131676.8;4;Entregue
1577;02/06/2024;162;Pirelli Brasil;63;1982.21;124879.23;6;Entregue
1578;19/08/2024;162;Cofap Distrib;30;1695.23;50856.9;6;Entregue
1579;04/11/2024;162;NGK Brasil;97;1660.83;161100.51;17;Entregue
1580;09/11/2024;162;Bosch Distribuição;58;1935.21;112242.18;11;Entregue
1581;09/01/2024;163;Magneti Marelli;83;323.62;26860.46;18;Entregue
1582;24/03/2024;163;NGK Brasil;45;277.03;12466.35;12;Pendente
1583;07/04/2024;163;NGK Brasil;22;314.6;6921.2;15;Entregue
1584;24/04/2024;163;Honda Peças;70;292.77;20493.9;4;Entregue
1585;15/05/2024;163;NGK Brasil;5;277.61;1388.05;12;Entregue
1586;21/06/2024;163;Magneti Marelli;11;320.53;3525.83;10;Entregue
1587;07/07/2024;163;Honda Peças;72;318.3;22917.6;20;Entregue
1588;08/12/2024;163;Pirelli Brasil;77;312.16;24036.32;4;Pendente
1589;16/12/2024;163;NGK Brasil;41;318.7;13066.7;8;Pendente
1590;14/01/2024;164;Cofap Distrib;12;765.95;9191.4;8;Entregue
1591;11/01/2024;164;NGK Brasil;74;763.12;56470.88;11;Entregue
1592;08/01/2024;164;Yamaha Parts;61;679.65;41458.65;8;Pendente
1593;26/03/2024;164;Magneti Marelli;86;722.6;62143.6;4;Entregue
1594;12/04/2024;164;Magneti Marelli;49;696.87;34146.63;5;Entregue
1595;03/06/2024;164;Cofap Distrib;47;699.16;32860.52;17;Entregue
1596;08/06/2024;164;NGK Brasil;90;712.56;64130.4;10;Entregue
1597;03/06/2024;164;Magneti Marelli;26;770.04;20021.04;16;Entregue
1598;04/07/2024;164;NGK Brasil;15;747.37;11210.55;11;Entregue
1599;16/08/2024;164;NGK Brasil;47;663.81;31199.07;16;Entregue
1600;01/09/2024;164;Pirelli Brasil;52;700.97;36450.44;16;Entregue
1601;16/09/2024;164;Magneti Marelli;39;715.97;27922.83;6;Entregue
1602;05/10/2024;164;Yamaha Parts;33;770.65;25431.45;11;Entregue
1603;25/10/2024;164;Magneti Marelli;32;750.85;24027.2;20;Entregue
1604;26/10/2024;164;Cofap Distrib;77;798.47;61482.19;19;Pendente
1605;27/01/2024;165;Honda Peças;38;506.51;19247.38;18;Cancelada
1606;07/01/2024;165;Cofap Distrib;14;521.6;7302.4;7;Entregue
1607;02/02/2024;165;Cofap Distrib;83;501.9;41657.7;6;Entregue
1608;08/02/2024;165;Yamaha Parts;63;496.24;31263.12;18;Entregue
1609;09/02/2024;165;Pirelli Brasil;61;510.39;31133.79;12;Pendente
1610;06/04/2024;165;Cofap Distrib;38;443.69;16860.22;5;Entregue
1611;19/04/2024;165;Bosch Distribuição;61;447.96;27325.56;13;Pendente
1612;15/04/2024;165;Bosch Distribuição;23;524.8;12070.4;10;Entregue
1613;09/05/2024;165;Yamaha Parts;32;520.49;16655.68;6;Entregue
1614;05/05/2024;165;Honda Peças;83;513.5;42620.5;8;Entregue
1615;07/06/2024;165;Pirelli Brasil;67;433.71;29058.57;6;Pendente
1616;15/07/2024;165;Pirelli Brasil;62;451.7;28005.4;17;Entregue
1617;08/07/2024;165;Yamaha Parts;35;482.5;16887.5;12;Entregue
1618;07/08/2024;165;Honda Peças;70;486.63;34064.1;10;Entregue
1619;11/08/2024;165;NGK Brasil;95;515.8;49001.0;20;Entregue
1620;01/12/2024;165;Cofap Distrib;40;468.29;18731.6;20;Entregue
1621;03/12/2024;165;Bosch Distribuição;6;512.81;3076.86;6;Entregue
1622;23/12/2024;165;Magneti Marelli;63;518.54;32668.02;11;Entregue
1623;22/06/2024;166;Yamaha Parts;23;581.4;13372.2;7;Entregue
1624;23/06/2024;166;Bosch Distribuição;51;601.05;30653.55;15;Entregue
1625;01/08/2024;166;Bosch Distribuição;79;562.06;44402.74;18;Entregue
1626;18/04/2024;167;NGK Brasil;9;1170.65;10535.85;3;Entregue
1627;23/04/2024;167;NGK Brasil;95;1083.71;102952.45;18;Entregue
1628;05/06/2024;167;Cofap Distrib;92;1049.8;96581.6;16;Entregue
1629;11/07/2024;167;Yamaha Parts;52;1007.62;52396.24;5;Entregue
1630;10/07/2024;167;Cofap Distrib;70;1107.53;77527.1;19;Entregue
1631;10/07/2024;167;NGK Brasil;92;1102.48;101428.16;15;Entregue
1632;25/08/2024;167;NGK Brasil;57;1031.69;58806.33;9;Entregue
1633;04/08/2024;167;Yamaha Parts;58;996.88;57819.04;9;Entregue
1634;23/09/2024;167;Pirelli Brasil;91;998.42;90856.22;12;Entregue
1635;01/09/2024;167;Yamaha Parts;12;1156.69;13880.28;15;Entregue
1636;22/03/2024;168;Yamaha Parts;18;1300.07;23401.26;18;Pendente
1637;02/04/2024;168;Magneti Marelli;22;1343.74;29562.28;4;Entregue
1638;26/04/2024;168;Pirelli Brasil;65;1402.54;91165.1;6;Entregue
1639;13/08/2024;168;Magneti Marelli;42;1468.85;61691.7;9;Entregue
1640;13/08/2024;168;Honda Peças;23;1354.41;31151.43;3;Entregue
1641;27/08/2024;168;NGK Brasil;91;1415.5;128810.5;8;Entregue
1642;08/05/2024;169;Pirelli Brasil;16;316.46;5063.36;8;Entregue
1643;14/07/2024;169;Honda Peças;19;283.18;5380.42;5;Entregue
1644;27/07/2024;169;Pirelli Brasil;54;311.78;16836.12;12;Entregue
1645;20/07/2024;169;Pirelli Brasil;68;279.31;18993.08;17;Entregue
1646;27/02/2024;170;Pirelli Brasil;37;1318.45;48782.65;5;Entregue
1647;21/02/2024;170;Magneti Marelli;56;1364.7;76423.2;12;Pendente
1648;03/02/2024;170;Pirelli Brasil;79;1176.54;92946.66;8;Entregue
1649;06/07/2024;170;Pirelli Brasil;27;1330.49;35923.23;9;Entregue
1650;19/07/2024;170;Bosch Distribuição;76;1188.89;90355.64;11;Entregue
1651;28/07/2024;170;NGK Brasil;57;1257.94;71702.58;11;Entregue
1652;13/09/2024;170;Honda Peças;41;1156.11;47400.51;3;Pendente
1653;13/09/2024;170;NGK Brasil;52;1300.17;67608.84;7;Entregue
1654;08/09/2024;170;Cofap Distrib;15;1173.85;17607.75;9;Entregue
1655;02/12/2024;170;Magneti Marelli;60;1148.13;68887.8;17;Entregue
1656;02/12/2024;170;Honda Peças;25;1180.51;29512.75;8;Entregue
1657;22/12/2024;170;Pirelli Brasil;19;1236.4;23491.6;13;Entregue
1658;13/03/2024;171;Bosch Distribuição;96;741.08;71143.68;9;Entregue
1659;11/03/2024;171;Honda Peças;39;780.77;30450.03;5;Entregue
1660;27/04/2024;171;Cofap Distrib;19;803.03;15257.57;10;Entregue
1661;17/08/2024;171;Honda Peças;74;758.03;56094.22;20;Entregue
1662;13/11/2024;171;NGK Brasil;65;717.7;46650.5;7;Entregue
1663;01/11/2024;171;NGK Brasil;46;811.94;37349.24;4;Entregue
1664;24/03/2024;172;Bosch Distribuição;21;514.14;10796.94;18;Entregue
1665;24/04/2024;172;Bosch Distribuição;83;542.78;45050.74;19;Entregue
1666;01/04/2024;172;Pirelli Brasil;94;573.0;53862.0;10;Entregue
1667;01/06/2024;172;Cofap Distrib;99;508.84;50375.16;20;Entregue
1668;02/06/2024;172;Honda Peças;50;476.84;23842.0;9;Entregue
1669;14/06/2024;172;Cofap Distrib;93;542.74;50474.82;8;Entregue
1670;15/10/2024;172;Yamaha Parts;40;536.98;21479.2;15;Entregue
1671;07/10/2024;172;Honda Peças;18;540.27;9724.86;10;Entregue
1672;03/10/2024;172;NGK Brasil;93;536.46;49890.78;19;Entregue
1673;04/01/2024;173;Honda Peças;25;1090.82;27270.5;11;Entregue
1674;09/02/2024;173;Pirelli Brasil;69;1046.62;72216.78;4;Cancelada
1675;02/02/2024;173;Pirelli Brasil;70;1085.05;75953.5;11;Entregue
1676;16/02/2024;173;Honda Peças;33;996.85;32896.05;18;Entregue
1677;22/04/2024;173;Magneti Marelli;30;1126.39;33791.7;16;Entregue
1678;12/04/2024;173;Magneti Marelli;12;1031.77;12381.24;10;Entregue
1679;22/05/2024;173;Magneti Marelli;84;1006.19;84519.96;17;Entregue
1680;25/05/2024;173;Yamaha Parts;59;1019.04;60123.36;12;Pendente
1681;05/05/2024;173;Cofap Distrib;98;996.89;97695.22;12;Entregue
1682;16/06/2024;173;Pirelli Brasil;81;1072.89;86904.09;20;Entregue
1683;09/06/2024;173;Bosch Distribuição;55;987.23;54297.65;3;Entregue
1684;02/11/2024;173;Yamaha Parts;95;1159.88;110188.6;13;Cancelada
1685;21/12/2024;173;Bosch Distribuição;48;1015.34;48736.32;12;Entregue
1686;22/12/2024;173;Magneti Marelli;72;1043.19;75109.68;19;Pendente
1687;18/12/2024;173;Pirelli Brasil;88;1020.37;89792.56;4;Entregue
1688;23/03/2024;174;Cofap Distrib;7;988.07;6916.49;16;Pendente
1689;23/03/2024;174;NGK Brasil;55;984.68;54157.4;6;Entregue
1690;28/03/2024;174;Cofap Distrib;45;1000.69;45031.05;11;Entregue
1691;28/06/2024;174;Pirelli Brasil;45;1061.92;47786.4;7;Cancelada
1692;15/06/2024;174;Honda Peças;41;1029.34;42202.94;6;Entregue
1693;05/10/2024;174;Bosch Distribuição;71;929.13;65968.23;20;Entregue
1694;14/10/2024;174;Bosch Distribuição;99;979.51;96971.49;15;Cancelada
1695;04/05/2024;175;NGK Brasil;31;1368.13;42412.03;17;Cancelada
1696;12/06/2024;175;Honda Peças;15;1348.94;20234.1;18;Pendente
1697;27/06/2024;175;Pirelli Brasil;7;1330.61;9314.27;10;Entregue
1698;16/06/2024;175;Cofap Distrib;24;1247.57;29941.68;7;Entregue
1699;24/08/2024;175;NGK Brasil;24;1230.57;29533.68;5;Pendente
1700;08/08/2024;175;Honda Peças;52;1248.64;64929.28;16;Entregue
1701;01/08/2024;175;Cofap Distrib;28;1397.9;39141.2;16;Entregue
1702;07/10/2024;175;Pirelli Brasil;87;1337.34;116348.58;8;Cancelada
1703;26/10/2024;175;Magneti Marelli;71;1356.43;96306.53;3;Entregue
1704;03/11/2024;175;Cofap Distrib;23;1220.57;28073.11;9;Entregue
1705;24/12/2024;175;Honda Peças;14;1426.98;19977.72;13;Entregue
1706;24/06/2024;176;Bosch Distribuição;27;968.75;26156.25;8;Entregue
1707;01/06/2024;176;Honda Peças;42;1006.06;42254.52;18;Pendente
1708;26/03/2024;177;Magneti Marelli;89;102.16;9092.24;5;Entregue
1709;18/03/2024;177;Honda Peças;91;102.83;9357.53;16;Entregue
1710;25/03/2024;177;NGK Brasil;10;107.31;1073.1;11;Entregue
1711;14/04/2024;177;NGK Brasil;30;104.35;3130.5;17;Entregue
1712;14/06/2024;177;NGK Brasil;10;97.04;970.4;15;Entregue
1713;11/09/2024;177;Yamaha Parts;33;102.69;3388.77;11;Pendente
1714;28/10/2024;177;Bosch Distribuição;23;101.81;2341.63;17;Entregue
1715;18/12/2024;177;Bosch Distribuição;33;93.44;3083.52;8;Entregue
1716;08/12/2024;177;NGK Brasil;16;104.81;1676.96;14;Entregue
1717;03/01/2024;178;Honda Peças;9;615.1;5535.9;17;Entregue
1718;10/01/2024;178;Cofap Distrib;39;587.11;22897.29;4;Entregue
1719;21/02/2024;178;Honda Peças;96;591.94;56826.24;8;Entregue
1720;27/02/2024;178;Bosch Distribuição;62;602.34;37345.08;12;Entregue
1721;06/02/2024;178;Cofap Distrib;15;592.92;8893.8;4;Entregue
1722;04/05/2024;178;Bosch Distribuição;16;609.53;9752.48;5;Entregue
1723;18/07/2024;178;Magneti Marelli;42;587.44;24672.48;16;Entregue
1724;12/10/2024;178;NGK Brasil;52;601.01;31252.52;5;Cancelada
1725;24/01/2024;179;Pirelli Brasil;91;255.57;23256.87;8;Entregue
1726;19/01/2024;179;Bosch Distribuição;68;268.05;18227.4;12;Entregue
1727;17/02/2024;179;Pirelli Brasil;69;283.61;19569.09;20;Entregue
1728;22/02/2024;179;NGK Brasil;10;248.23;2482.3;20;Entregue
1729;19/02/2024;179;Pirelli Brasil;13;265.69;3453.97;19;Pendente
1730;26/03/2024;179;Honda Peças;46;248.58;11434.68;12;Entregue
1731;05/03/2024;179;Honda Peças;61;235.84;14386.24;5;Entregue
1732;28/03/2024;179;Cofap Distrib;43;244.61;10518.23;5;Entregue
1733;22/04/2024;179;Magneti Marelli;9;237.62;2138.58;12;Entregue
1734;27/04/2024;179;Cofap Distrib;61;238.48;14547.28;6;Entregue
1735;20/04/2024;179;Cofap Distrib;85;267.05;22699.25;9;Entregue
1736;16/05/2024;179;Magneti Marelli;81;257.66;20870.46;5;Entregue
1737;15/05/2024;179;Pirelli Brasil;30;266.18;7985.4;6;Entregue
1738;02/05/2024;179;Yamaha Parts;52;255.07;13263.64;6;Entregue
1739;23/11/2024;179;Yamaha Parts;65;273.03;17746.95;6;Entregue
1740;26/11/2024;179;Bosch Distribuição;25;253.07;6326.75;9;Entregue
1741;15/11/2024;179;NGK Brasil;78;265.8;20732.4;17;Entregue
1742;09/05/2024;180;Yamaha Parts;87;1340.8;116649.6;19;Cancelada
1743;21/05/2024;180;Cofap Distrib;10;1261.47;12614.7;8;Entregue
1744;16/06/2024;180;Cofap Distrib;47;1372.93;64527.71;15;Entregue
1745;18/06/2024;180;Bosch Distribuição;46;1308.77;60203.42;3;Entregue
1746;04/11/2024;180;Magneti Marelli;11;1234.91;13584.01;7;Pendente
1747;26/11/2024;180;Magneti Marelli;53;1408.1;74629.3;7;Entregue
1748;26/12/2024;180;Honda Peças;20;1238.6;24772.0;19;Entregue
1749;14/12/2024;180;NGK Brasil;41;1258.36;51592.76;14;Entregue
1750;10/03/2024;181;NGK Brasil;31;565.8;17539.8;20;Entregue
1751;17/05/2024;181;Magneti Marelli;72;562.58;40505.76;18;Entregue
1752;10/05/2024;181;Bosch Distribuição;58;568.93;32997.94;3;Entregue
1753;28/05/2024;181;Magneti Marelli;34;577.55;19636.7;5;Entregue
1754;02/07/2024;181;Bosch Distribuição;83;570.99;47392.17;19;Entregue
1755;17/08/2024;181;Magneti Marelli;21;565.25;11870.25;19;Entregue
1756;11/08/2024;181;Bosch Distribuição;34;563.01;19142.34;4;Entregue
1757;02/08/2024;181;Pirelli Brasil;12;540.31;6483.72;4;Entregue
1758;01/09/2024;181;Bosch Distribuição;86;579.49;49836.14;4;Pendente
1759;25/02/2024;182;Yamaha Parts;47;180.05;8462.35;10;Entregue
1760;20/02/2024;182;Cofap Distrib;25;163.51;4087.75;16;Entregue
1761;15/03/2024;182;Cofap Distrib;32;187.81;6009.92;3;Entregue
1762;05/03/2024;182;NGK Brasil;80;177.16;14172.8;8;Entregue
1763;23/03/2024;182;Magneti Marelli;89;186.57;16604.73;7;Entregue
1764;12/04/2024;182;Yamaha Parts;88;184.16;16206.08;12;Entregue
1765;08/04/2024;182;Magneti Marelli;37;166.79;6171.23;8;Entregue
1766;16/04/2024;182;Honda Peças;42;178.73;7506.66;17;Entregue
1767;10/05/2024;182;Yamaha Parts;92;179.95;16555.4;12;Entregue
1768;24/05/2024;182;Yamaha Parts;48;179.97;8638.56;14;Entregue
1769;01/06/2024;182;Magneti Marelli;91;178.71;16262.61;3;Entregue
1770;22/06/2024;182;Bosch Distribuição;87;174.8;15207.6;9;Pendente
1771;19/06/2024;182;Magneti Marelli;11;161.31;1774.41;13;Entregue
1772;28/07/2024;182;Bosch Distribuição;96;156.36;15010.56;9;Entregue
1773;18/07/2024;182;Bosch Distribuição;88;164.59;14483.92;3;Entregue
1774;24/07/2024;182;Magneti Marelli;77;178.0;13706.0;8;Entregue
1775;25/08/2024;182;Magneti Marelli;53;179.67;9522.51;18;Entregue
1776;06/08/2024;182;Bosch Distribuição;63;175.23;11039.49;18;Entregue
1777;28/08/2024;182;Honda Peças;25;189.86;4746.5;3;Entregue
1778;25/09/2024;182;Yamaha Parts;14;160.31;2244.34;15;Entregue
1779;19/10/2024;182;NGK Brasil;53;172.77;9156.81;9;Entregue
1780;15/10/2024;182;Honda Peças;58;170.19;9871.02;6;Entregue
1781;13/12/2024;182;Pirelli Brasil;44;175.91;7740.04;17;Entregue
1782;05/12/2024;182;Pirelli Brasil;15;187.47;2812.05;13;Pendente
1783;15/12/2024;182;Magneti Marelli;79;172.21;13604.59;5;Entregue
1784;20/01/2024;183;Yamaha Parts;20;1647.37;32947.4;18;Entregue
1785;25/01/2024;183;Honda Peças;55;1651.45;90829.75;8;Entregue
1786;12/01/2024;183;NGK Brasil;11;1727.04;18997.44;11;Entregue
1787;04/03/2024;183;Honda Peças;5;1626.63;8133.15;5;Entregue
1788;12/03/2024;183;Bosch Distribuição;100;1672.85;167285.0;8;Entregue
1789;27/03/2024;183;Bosch Distribuição;47;1509.09;70927.23;7;Entregue
1790;06/04/2024;183;Cofap Distrib;45;1737.26;78176.7;14;Pendente
1791;01/04/2024;183;NGK Brasil;8;1597.44;12779.52;19;Entregue
1792;16/06/2024;183;Pirelli Brasil;99;1524.78;150953.22;11;Entregue
1793;13/06/2024;183;Bosch Distribuição;8;1724.92;13799.36;12;Entregue
1794;26/06/2024;183;Pirelli Brasil;93;1572.93;146282.49;19;Cancelada
1795;26/09/2024;183;Bosch Distribuição;28;1724.25;48279.0;8;Entregue
1796;05/09/2024;183;Pirelli Brasil;81;1689.21;136826.01;10;Entregue
1797;16/12/2024;183;NGK Brasil;95;1539.64;146265.8;16;Entregue
1798;27/02/2024;184;Honda Peças;15;958.67;14380.05;6;Entregue
1799;19/02/2024;184;Cofap Distrib;43;974.03;41883.29;20;Entregue
1800;01/04/2024;184;Bosch Distribuição;78;1030.53;80381.34;19;Cancelada
1801;05/04/2024;184;Honda Peças;98;856.87;83973.26;13;Entregue
1802;22/05/2024;184;Bosch Distribuição;24;910.8;21859.2;4;Entregue
1803;16/04/2024;185;Magneti Marelli;72;366.03;26354.16;8;Entregue
1804;11/04/2024;185;Pirelli Brasil;13;365.76;4754.88;13;Entregue
1805;04/04/2024;185;Magneti Marelli;19;334.35;6352.65;14;Cancelada
1806;13/05/2024;185;Bosch Distribuição;43;350.93;15089.99;6;Entregue
1807;22/05/2024;185;NGK Brasil;43;324.29;13944.47;3;Entregue
1808;20/12/2024;185;Honda Peças;20;322.96;6459.2;19;Entregue
1809;09/12/2024;185;Yamaha Parts;12;386.7;4640.4;4;Entregue
1810;15/02/2024;186;Cofap Distrib;49;658.81;32281.69;18;Entregue
1811;05/02/2024;186;Cofap Distrib;63;711.79;44842.77;9;Cancelada
1812;03/02/2024;186;Cofap Distrib;55;647.77;35627.35;11;Entregue
1813;10/05/2024;186;Bosch Distribuição;34;666.72;22668.48;3;Entregue
1814;03/05/2024;186;Magneti Marelli;26;719.83;18715.58;18;Entregue
1815;24/07/2024;186;Honda Peças;14;717.32;10042.48;10;Entregue
1816;16/07/2024;186;Bosch Distribuição;22;684.46;15058.12;17;Cancelada
1817;12/07/2024;186;Pirelli Brasil;67;652.91;43744.97;19;Entregue
1818;18/08/2024;186;Bosch Distribuição;37;747.2;27646.4;11;Entregue
1819;21/08/2024;186;Cofap Distrib;55;659.19;36255.45;7;Entregue
1820;15/09/2024;186;Bosch Distribuição;91;701.08;63798.28;15;Entregue
1821;15/12/2024;186;Honda Peças;98;735.17;72046.66;5;Entregue
